name,refcount
bible-kjv,1
bible-kjv-text,2
bibledit,1
bibledit-data,2
libpugixml1v5,111
bibledit-cloud,1
bibledit-cloud-data,2
libgumbo1,39
libbiblesync-dev,1
libbiblesync1.1,3
bibletime,1
libsword1.9.0,7
libsword-common,8
bibletime-data,2
biboumi,1
libudns0,7
bibtex2html,1
bibtexconv,2
ietf2bibtex,1
python-bibtexparser-doc,1
python3-bibtexparser,19
bibtool,1
bibutils,1
libbibutils8,5
libbibutils-dev,3
bidentd,1
libbidi-clojure,10
libprismatic-schema-clojure,24
libring-core-clojure,23
libclj-time-clojure,35
libcommons-fileupload-java,27
libcrypto-equality-clojure,25
libcrypto-random-clojure,25
libring-codec-clojure,26
python-bidict-doc,1
python3-bidict,5
thunderbird-bidiui,2
bidiv,1
bifcl,1
biff,1
big-cursor,1
libbigdoc-java,2
libfinbin-java,3
libbigint-dev,1
libbigint0,2
biglybt,2
libswt-gtk-4-java,67
libswt-gtk-4-jni,72
libswt-cairo-gtk-4-jni,16
libswt-webkit-gtk-4-jni,3
biglybtd,1
libjs-bignumber,1
node-bignumber,4
bijiben,1
bilibop,1
bilibop-lockfs,2
bilibop-common,5
bilibop-rules,2
bilibop-udev,1
billard-gl,1
billard-gl-data,2
python-billiard-doc,1
python3-billiard,18
biloba,1
biloba-data,2
libbin-prot-ocaml,1
libbase-ocaml-34zr6,19
libppx-compare-ocaml-uzvi7,3
libppx-sexp-conv-ocaml-htak6,6
libsexplib0-ocaml-dj6s4,47
libvariantslib-ocaml-hez02,3
libbin-prot-ocaml-dev,1
libbase-ocaml-dev-34zr6,16
libbin-prot-ocaml-rq317,1
libppx-compare-ocaml-dev-uzvi7,2
libppx-sexp-conv-ocaml-dev-htak6,2
libsexplib0-ocaml-dev-dj6s4,49
libvariantslib-ocaml-dev-hez02,1
binaryen,2
python3-binaryornot,21
binclock,1
bind9,4
bind9-libs,50
libmaxminddb0,97
bind9-utils,10
bind9-dev,1
bind9-dnsutils,21
bind9-host,43
bind9-doc,1
bind9utils,3
dnsutils,18
bindechexascii,1
libbindex-java,2
libfelix-osgi-obr-java,3
bindfs,1
binfmtc,1
bing,1
biniax2,1
biniax2-data,2
libbiniou-ocaml,1
libcamlp-streams-ocaml-jh7j5,4
libeasy-format-ocaml-c4oo1,3
libbiniou-ocaml-dev,1
libbiniou-ocaml-zlmc8,2
libcamlp-streams-ocaml-dev-jh7j5,7
libeasy-format-ocaml-dev-c4oo1,2
binkd,1
binoculars,1
python3-binoculars,2
gir1.2-hkl-5.0,4
libhkl5,6
python3-pyfai,9
python3-fabio,15
python3-numexpr,15
python3-silx,12
python3-pyopencl,14
pocl-opencl-icd,16
libpocl2,18
libpocl2-common,19
clang-15,23
llvm-15-linker-tools,30
libclang1-15,32
python3-pytools,18
python3-pyqt5.qtopengl,67
python3-qtconsole,31
python3-ipykernel,64
python3-debugpy,67
python3-pydevd,69
gdb,85
libsource-highlight4v5,92
libsource-highlight-common,93
python3-bytecode,70
python3-jupyter-client,78
python3-jupyter-core,111
python3-entrypoints,84
python3-nest-asyncio,79
python3-ipython-genutils,54
python3-qtpy,48
python3-pyqt5.qtchart,50
libqt5charts5,75
python3-pyqt5.qtmultimedia,49
python3-pyqt5.qtpositioning,62
libqt5location5,74
libqt5positioningquick5,84
python3-pyqt5.qtquick,55
python3-pyqt5.qtremoteobjects,49
libqt5remoteobjects5,55
python3-pyqt5.qtsensors,49
python3-pyqt5.qtserialport,49
python3-pyqt5.qtsql,68
python3-pyqt5.qttexttospeech,49
python3-pyqt5.qtwebchannel,58
python3-pyqt5.qtwebkit,74
python3-pyqt5.qtwebsockets,49
libqt5websockets5,73
python3-pyqt5.qtxmlpatterns,49
python3-pymca5,5
pymca-data,6
python3-fisx,6
python-fisx-common,7
python3-xrayutilities,4
python3-lmfit,8
python3-asteval,9
python3-uncertainties,14
binoculars-doc,1
binpac,1
binstats,1
binutils-aarch64-linux-gnu,32
binutils-aarch64-linux-gnu-dbg,1
binutils-alpha-linux-gnu,18
binutils-alpha-linux-gnu-dbg,1
binutils-arc-linux-gnu,15
binutils-arc-linux-gnu-dbg,1
binutils-arm-linux-gnueabi,31
binutils-arm-linux-gnueabi-dbg,1
binutils-arm-linux-gnueabihf,31
binutils-arm-linux-gnueabihf-dbg,1
binutils-dev,5
binutils-doc,1
binutils-for-build,1
binutils-for-host,1
binutils-hppa-linux-gnu,18
binutils-hppa-linux-gnu-dbg,1
binutils-hppa64-linux-gnu,5
binutils-hppa64-linux-gnu-dbg,1
binutils-i686-gnu,2
binutils-i686-gnu-dbg,1
binutils-i686-kfreebsd-gnu,2
binutils-i686-kfreebsd-gnu-dbg,1
binutils-i686-linux-gnu,53
binutils-i686-linux-gnu-dbg,1
binutils-ia64-linux-gnu,2
binutils-ia64-linux-gnu-dbg,1
binutils-m68k-linux-gnu,16
binutils-m68k-linux-gnu-dbg,1
binutils-multiarch,3
binutils-multiarch-dbg,1
binutils-multiarch-dev,1
binutils-powerpc-linux-gnu,33
binutils-powerpc-linux-gnu-dbg,1
binutils-powerpc64-linux-gnu,32
binutils-powerpc64-linux-gnu-dbg,1
binutils-powerpc64le-linux-gnu,31
binutils-powerpc64le-linux-gnu-dbg,1
binutils-riscv64-linux-gnu,20
binutils-riscv64-linux-gnu-dbg,1
binutils-s390x-linux-gnu,52
binutils-s390x-linux-gnu-dbg,1
binutils-sh4-linux-gnu,14
binutils-sh4-linux-gnu-dbg,1
binutils-source,1
texinfo,96
libtext-unidecode-perl,130
libjansson-dev,16
binutils-sparc64-linux-gnu,30
binutils-sparc64-linux-gnu-dbg,1
binutils-x86-64-kfreebsd-gnu,2
binutils-x86-64-kfreebsd-gnu-dbg,1
binutils-x86-64-linux-gnu-dbg,1
binutils-x86-64-linux-gnux32,34
binutils-x86-64-linux-gnux32-dbg,1
libbinutils-dbg,1
libctf-nobfd0-dbg,1
libctf0-dbg,1
libgprofng0-dbg,1
binutils-arm-none-eabi,8
binutils-bpf,2
binutils-djgpp,1
binutils-h8300-hms,2
binutils-m68hc1x,1
binutils-mingw-w64,1
binutils-mingw-w64-i686,28
binutils-mingw-w64-x86-64,28
binutils-mips-linux-gnu,35
binutils-mips-linux-gnu-dbg,1
binutils-mips64-linux-gnuabi64,52
binutils-mips64-linux-gnuabi64-dbg,1
binutils-mips64-linux-gnuabin32,2
binutils-mips64-linux-gnuabin32-dbg,1
binutils-mips64el-linux-gnuabi64,52
binutils-mips64el-linux-gnuabi64-dbg,1
binutils-mips64el-linux-gnuabin32,2
binutils-mips64el-linux-gnuabin32-dbg,1
binutils-mipsel-linux-gnu,52
binutils-mipsel-linux-gnu-dbg,1
binutils-mipsisa32r6-linux-gnu,52
binutils-mipsisa32r6-linux-gnu-dbg,1
binutils-mipsisa32r6el-linux-gnu,52
binutils-mipsisa32r6el-linux-gnu-dbg,1
binutils-mipsisa64r6-linux-gnuabi64,52
binutils-mipsisa64r6-linux-gnuabi64-dbg,1
binutils-mipsisa64r6-linux-gnuabin32,2
binutils-mipsisa64r6-linux-gnuabin32-dbg,1
binutils-mipsisa64r6el-linux-gnuabi64,52
binutils-mipsisa64r6el-linux-gnuabi64-dbg,1
binutils-mipsisa64r6el-linux-gnuabin32,2
binutils-mipsisa64r6el-linux-gnuabin32-dbg,1
binutils-or1k-elf,2
binutils-riscv64-unknown-elf,3
binutils-sh-elf,1
binutils-xtensa-lx106,3
binutils-z80,1
binwalk,3
python3-binwalk,4
bio-eagle,1
bio-eagle-examples,1
bio-rainbow,1
bio-tradis,1
libbio-perl-perl,46
libdata-stag-perl,50
libmoose-perl,399
libclass-load-xs-perl,400
libdevel-globaldestruction-perl,479
libdevel-overloadinfo-perl,400
libmodule-runtime-conflicts-perl,400
libdist-checkconflicts-perl,429
libpackage-deprecationmanager-perl,400
libpackage-stash-xs-perl,400
smalt,4
tabix,4
r-cran-getopt,7
bio-vcf,1
bioawk,1
biobambam2,1
libmaus2-2,3
libbiococoa-dev,1
libbiococoa2,2
biogenesis,1
libbiojava-java-doc,1
libbiojava4-java,1
libbiojava4.0-java,2
libitext5-java,22
libjmol-java,18
libjni-inchi-java,19
libjni-inchi-jni,20
libexec-maven-plugin-java,21
libnaga-java,19
libjson-simple-java,28
libnetx-java,3
libvecmath-java,47
libhsqldb-java,10
libbiojava4-java-doc,1
libbiojava5-java,1
libciftools-java,9
libjgrapht-java,9
libfastutil-java,23
libjheaps-java,10
libjgraphx-java,13
libmmtf-java,9
libmsgpack-java,10
libbiojava5-java-doc,1
libbiojava6-java,7
libbiojava6-java-doc,1
python3-biomaj3,2
python3-biomaj3-cli,3
python3-biomaj3-core,7
python3-elasticsearch,19
python3-biomaj3-download,3
python3-biomaj3-zipkin,5
python3-py-zipkin,6
python3-thriftpy,7
python3-consul,12
python3-ftputil,4
python3-irodsclient,4
python3-pika,5
python3-simpleeval,131
python3-biomaj3-process,3
python3-biomaj3-user,3
python3-influxdb,7
python3-yapsy,5
python3-biomaj3-daemon,1
python3-flask-cors,4
biometric-auth,4
libbiometric0,6
biometric-driver-community-multidevice,1
biometric-utils,2
bio-drv-api-0.10,1
libfprint-2-2,6
libbiometric-dev,1
biometryd-bin,1
libbiometry1,10
libdbus-cpp5,17
libprocess-cpp3,19
libbiometry-dev,1
qml-module-biometryd,7
bioperl,13
libtest-most-perl,23
libtest-deep-perl,161
libtest-differences-perl,30
libtext-diff-perl,50
libalgorithm-diff-perl,76
libtest-exception-perl,82
libsub-uplevel-perl,100
libtest-harness-perl,82
libtest-warn-perl,30
bioperl-run,1
libbio-perl-run-perl,6
libfile-sort-perl,7
libbio-tools-run-alignment-clustalw-perl,2
clustalw,4
libbio-featureio-perl,2
libtree-dagnode-perl,5
libfile-slurp-tiny-perl,59
libxml-dom-perl,22
libxml-perl,29
libxml-regexp-perl,32
libxml-dom-xpath-perl,3
libxml-xpathengine-perl,17
libbio-cluster-perl,5
libbio-variation-perl,6
libxml-twig-perl,56
libtest-requiresinternet-perl,2
libbio-eutilities-perl,2
libbio-asn1-entrezgene-perl,4
libbio-tools-run-remoteblast-perl,2
libsoap-lite-perl,17
libfcgi-perl,31
libfcgi0ldbl,63
libhttp-daemon-perl,41
libio-sessiondata-perl,18
hyphy-pt,2
hyphy-common,4
biosig-tools,1
libbiosig3,6
libb64-0d,159
libbiosig-dev,1
libdcmtk-dev,8
libwrap0-dev,14
libtinyxml-dev,25
octave-biosig,1
octave,89
libcxsparse3,236
libgraphicsmagick++-q16-12,114
libqrupdate1,91
libsundials-ida6,97
libsundials-sunlinsol3,93
libklu1,234
libbtf1,235
libpetsc-real3.18,135
libfftw3-mpi3,181
libfftw3-long3,209
libhypre-2.26.0,138
libsuperlu-dist8,180
libcombblas1.16.0,182
libptscotch-7.0,234
libmumps-5.5,192
libscalapack-openmpi2.2,242
libtrilinos-ml-13.2,154
libscotch-7.0,245
libtrilinos-amesos-13.2,158
libtrilinos-epetra-13.2,190
libtrilinos-teuchos-13.2,202
libtrilinos-kokkos-13.2,208
libtrilinos-epetraext-13.2,166
libtrilinos-triutils-13.2,172
libtrilinos-trilinosss-13.2,165
libtrilinos-aztecoo-13.2,160
libtrilinos-galeri-13.2,156
libtrilinos-ifpack-13.2,156
libtrilinos-zoltan-13.2,184
libsundials-nvecparallel-petsc6,94
libsundials-sunmatrix4,94
octave-common,90
octave-abi-57,53
python3-biosig,1
biosquid,1
libsquid1,5
libsquid-dev,1
biosyntax,1
biosyntax-gedit,2
biosyntax-common,5
gedit,29
gedit-common,30
libtepl-6-2,32
libtepl-common,33
biosyntax-less,2
source-highlight,4
biosyntax-vim,2
biosyntax-example,1
python-bioxtasraw-doc,1
python3-bioxtasraw,1
python3-numba,13
python3-llvmlite,14
llvm-14,35
llvm-14-runtime,37
libcurl3-nss,51
nss-plugin-pem,56
python3-wxgtk4.0,49
bip,1
bird,3
bird-bgp,1
bird-doc,1
bird2,1
bird2-doc,1
birdfont,1
libxmlbird1,3
birdfont-common,2
fonts-roboto-unhinted,47
birdtray,1
birthday,1
kwin-bismuth,1
qml-module-org-kde-kcm,46
bison,2
libbison-dev,1
bison++,1
bisonc++,1
libbobcat6,14
bisonc++-doc,1
bitlbee,5
bitlbee-common,7
bitlbee-dev,1
bitlbee-libpurple,1
libpurple0,35
pidgin-data,36
libfarstream-0.2-5,54
libgadu3,37
libmeanwhile1,37
bitlbee-plugin-otr,1
bitlbee-plugin-facebook,1
bitlbee-plugin-mastodon,1
bitmeter,1
jackd,32
jackd2,35
libzita-resampler1,46
bitseq,1
bitshuffle,1
libbitstream-dev,1
python3-bitstruct,1
bittwist,1
bitwise,1
bkchem,1
python-black-doc,1
black-box,1
blackbird-gtk-theme,1
libbt-dev,1
blackbox-themes,1
bladerf,1
libbladerf2,13
libtecla1,4
libbladerf-dev,2
libbladerf-doc,1
python3-bladerf,1
blaeu,1
python3-cymruwhois,3
blag,1
python3-feedgenerator,4
blag-doc,1
fortune-anarchism,1
blahtexml,1
blasr,6
libblasr5.3.5,12
libpbbam2.1.0,15
libpbcopper2.0.0,18
libpbseq,8
blastem,1
blazeblogger,1
bleachbit,1
policykit-1,25
python-bleak-doc,1
python3-bleak,1
python3-dbus-fast,2
blender,3
blender-data,4
fonts-dejavu,45
fonts-dejavu-extra,120
libembree3-3,16
libopencolorio2.1,13
libpystring0,15
libyaml-cpp0.7,100
libopenimageio2.4,9
libopenvdb10.0,20
liblog4cplus-2.0.5,30
libosdcpu3.5.0,8
libosdgpu3.5.0,7
libspnav0,21
blends-common,100
blends-dev,1
python3-blends,2
blends-doc,1
blends-tasks,1
blepvco,1
bless,1
mono-runtime,328
mono-runtime-sgen,330
mono-gac,332
mono-4.0-gac,333
libmono-corlib4.5-dll,341
libmono-security4.0-cil,339
libmono-system4.0-cil,339
libmono-system-configuration4.0-cil,339
libmono-system-security4.0-cil,339
libmono-system-core4.0-cil,339
libmono-system-numerics4.0-cil,340
libmono-system-xml4.0-cil,339
mono-runtime-common,332
libglib2.0-cil,41
cli-common,162
libmono-corlib4.5-cil,327
libgtk2.0-cil,28
libmono-cairo4.0-cil,63
libmono-system-drawing4.0-cil,131
libgdiplus,132
libmono-posix4.0-cil,132
python3-blessings,2
blhc,1
blinken,3
fonts-sjfonts,5
python-blinker-doc,1
libblis-dev,1
libblis4,2
libblis4-openmp,4
libblis-openmp-dev,2
libblis-pthread-dev,1
libblis4-pthread,2
libblis-serial-dev,1
libblis4-serial,2
libblis64-4,2
libblis64-4-openmp,4
libblis64-4-pthread,2
libblis64-4-serial,2
libblis64-dev,1
libblis64-openmp-dev,2
libblis64-pthread-dev,1
libblis64-serial-dev,1
bliss,1
libbliss2,6
bliss-doc,1
libbliss-dev,1
libbliss-dev-common,2
libblitz-doc,1
libblitz0-dev,1
libblitz0v5,2
blkreplay,2
blkreplay-examples,1
blktool,1
blktrace,1
blobandconquer,1
blobandconquer-data,2
fonts-aenigma,4
blobby,1
blobby-data,3
blobby-server,1
bloboats,1
blobwars,1
blobwars-data,2
blockattack,1
blockout2,1
blocks-of-the-undead,1
blocks-of-the-undead-data,2
libsdl-gfx1.2-5,30
libjs-jquery-blockui,2
blop,1
blop-lv2,1
blosxom,1
bls-standalone,1
blt-demo,1
blt-dev,2
bluebird-gtk-theme,1
bluebrain-hpc-coding-conventions,1
clang-format,4
clang-format-14,5
clang-tidy,4
clang-tidy-14,5
clang-tools-14,8
cmake-format,2
pre-commit,4
python3-cfgv,5
python3-identify,5
nodeenv,5
python3-virtualenv,31
python3-pip-whl,39
python3-setuptools-whl,39
python3-wheel-whl,32
python3-distlib,53
bluedevil,2
qml-module-org-kde-kio,8
bluefish,1
bluefish-data,2
bluefish-plugins,2
libgucharmap-2-90-7,13
bluemon,1
blueprint-compiler,1
bluetooth,1
bluez-cups,1
bluez-hcidump,1
bluez-meshd,1
libell0,8
bluez-source,1
bluez-test-scripts,1
bluez-test-tools,1
libbluetooth-dev,9
bluez-alsa-utils,1
libasound2-plugin-bluez,2
libkf5bluezqt-dev,1
libkf5bluezqt-doc,1
bluez-tools,1
blur-effect,1
python3-blurhash,1
elpa-bm,2
bmagic,1
bmake,3
bmap-tools,3
bme280-doc,1
python3-bme280,1
python3-smbus2,7
bmf,1
bmon,1
libconfuse2,33
libconfuse-common,34
bmt,1
python3-bmtk,1
fonts-bebas-neue,2
python3-bmtk-doc,1
libjs-requirejs,35
python3-bmtk-examples,1
libbmusb-dev,1
libbmusb6,3
bnfc,1
boats,1
libbobcat-dev,1
bochs,5
bochs-wx,5
bochsbios,6
vgabios,6
bochs-doc,1
bochs-sdl,1
bochs-term,1
bochs-x,1
bximage,1
bodr,5
bogl-bterm,1
ncurses-term,17
ncurses-base,22
bogl-utils,2
libbogl-dev,1
libbogl0,2
bogofilter,4
bogofilter-bdb,5
bogofilter-common,8
bogofilter-sqlite,1
bogofilter-tokyocabinet,1
libtokyocabinet9,17
libboilerpipe-java,1
boinc,1
boinc-client,4
libboinc7,8
boinc-manager,2
libwxgtk-webview3.2-1,19
boinc-dev,1
libboinc-app-dev,2
libboinc-app7,3
default-libmysqlclient-dev,28
libmariadb-dev-compat,31
libmariadb-dev,34
boinc-screensaver,1
boinctui,1
libgnutls-openssl27,83
bolt,2
bolt-tests,1
gir1.2-umockdev-1.0,3
libumockdev0,9
python3-dbusmock,12
umockdev,2
bolt-lmm,1
libnlopt0,68
bolt-lmm-example,1
bombadillo,1
bombardier,1
bomber,3
libkf5kdegames7,46
bomberclone,1
bomberclone-data,2
bomstrip,1
elpa-bongo,1
bonnie++,1
boogie,1
libboogie-cil,3
libmono-system-runtime-caching4.0-cil,40
libmono-system-data4.0-cil,123
libmono-system-enterpriseservices4.0-cil,124
libmono-system-transactions4.0-cil,126
libmono-system-windows-forms4.0-cil,102
libmono-accessibility4.0-cil,103
libmono-system-runtime-serialization-formatters-soap4.0-cil,103
libmono-webbrowser4.0-cil,103
libmono-i18n-west4.0-cil,105
libmono-i18n4.0-cil,110
mono-mcs,37
libmono-microsoft-csharp4.0-cil,49
z3,4
boohu,1
bookletimposer,2
python3-pypdf2,11
bookworm,1
html2text,2
unar,4
boolector,1
boolstuff,1
libboolstuff-0.1-0,4
boolstuff-dev,1
libboolstuff-0.1-0-dbg,1
boomaga,1
libboost-all-dev,22
libboost-tools-dev,23
libboost1.74-tools-dev,25
libboost-atomic-dev,24
libboost-chrono-dev,45
libboost-container-dev,23
libboost-container1.74-dev,25
libboost-container1.74.0,26
libboost-context-dev,23
libboost-context1.74-dev,29
libboost-context1.74.0,93
libboost-coroutine-dev,23
libboost-coroutine1.74-dev,25
libboost-coroutine1.74.0,31
libboost-date-time-dev,59
libboost-exception-dev,24
libboost-exception1.74-dev,26
libboost-fiber-dev,23
libboost-fiber1.74-dev,25
libboost-filesystem1.74-dev,151
libboost-fiber1.74.0,26
libboost-filesystem-dev,136
libboost-graph-dev,24
libboost-graph1.74-dev,26
libboost-graph1.74.0,27
libboost-regex1.74-dev,150
libboost-regex1.74.0,151
libboost-test1.74-dev,40
libboost-test1.74.0,49
libboost-graph-parallel-dev,23
libboost-graph-parallel1.74-dev,25
libboost-graph-parallel1.74.0,26
libboost-mpi1.74.0,65
libboost-iostreams-dev,47
libboost-iostreams1.74-dev,50
libboost-locale-dev,24
libboost-locale1.74-dev,26
libboost-log-dev,26
libboost-log1.74-dev,29
libboost-math-dev,43
libboost-math1.74-dev,45
libboost-math1.74.0,50
libboost-mpi-dev,47
libboost-mpi1.74-dev,51
libboost-mpi-python-dev,23
libboost-mpi-python1.74-dev,25
libboost-mpi-python1.74.0,26
libboost-numpy-dev,23
libboost-numpy1.74-dev,25
libboost-numpy1.74.0,32
libboost-python-dev,27
libboost-python1.74-dev,29
libboost-regex-dev,110
libboost-serialization-dev,48
libboost-stacktrace-dev,23
libboost-stacktrace1.74-dev,25
libboost-stacktrace1.74.0,33
libboost-test-dev,29
libboost-timer-dev,45
libboost-timer1.74-dev,47
libboost-timer1.74.0,63
libboost-type-erasure-dev,23
libboost-type-erasure1.74-dev,25
libboost-type-erasure1.74.0,26
libboost-wave-dev,23
libboost-wave1.74-dev,25
libboost-wave1.74.0,27
libboost-nowide-dev,24
libboost-nowide1.74-dev,26
libboost-nowide1.74.0,31
libboost-contract-dev,1
libboost-contract1.74-dev,2
libboost-contract1.74.0,3
libboost-doc,1
libboost1.74-doc,2
libboost1.74-all-dev,1
libboost-atomic1.81-dev,11
libboost1.81-dev,34
libboost-atomic1.81.0,12
libboost-chrono1.81-dev,10
libboost-chrono1.81.0,12
libboost-container1.81-dev,3
libboost-container1.81.0,4
libboost-context1.81-dev,4
libboost-thread1.81-dev,8
libboost-date-time1.81-dev,9
libboost-date-time1.81.0,10
libboost-serialization1.81-dev,15
libboost-serialization1.81.0,19
libboost-system1.81-dev,14
libboost-system1.81.0,15
libboost-thread1.81.0,14
libboost-context1.81.0,7
libboost-contract1.81-dev,1
libboost-contract1.81.0,2
libboost-coroutine1.81-dev,2
libboost-coroutine1.81.0,3
libboost-exception1.81-dev,2
libboost-fiber1.81-dev,2
libboost-filesystem1.81-dev,5
libboost-filesystem1.81.0,7
libboost-fiber1.81.0,3
libboost-graph-parallel1.81-dev,2
libboost-graph-parallel1.81.0,3
libboost-mpi1.81.0,7
libboost-test1.81-dev,4
libboost-test1.81.0,5
libboost-graph1.81-dev,2
libboost-graph1.81.0,3
libboost-regex1.81-dev,5
libboost-regex1.81.0,6
libboost-iostreams1.81-dev,2
libboost-iostreams1.81.0,3
libboost-json1.81-dev,1
libboost-json1.81.0,2
libboost-locale1.81-dev,2
libboost-locale1.81.0,3
libboost-log1.81-dev,2
libboost-log1.81.0,3
libboost-math1.81-dev,2
libboost-math1.81.0,3
libboost-mpi-python1.81-dev,2
libboost-mpi1.81-dev,3
libboost-mpi-python1.81.0,3
libboost-python1.81.0,7
libboost-python1.81.0-py311,5
libboost-nowide1.81-dev,2
libboost-nowide1.81.0,3
libboost-numpy1.81-dev,2
libboost-numpy1.81.0,3
libboost-program-options1.81-dev,2
libboost-program-options1.81.0,3
libboost-python1.81-dev,2
libboost-random1.81-dev,2
libboost-random1.81.0,3
libboost-stacktrace1.81-dev,2
libboost-stacktrace1.81.0,3
libboost-timer1.81-dev,2
libboost-timer1.81.0,3
libboost-type-erasure1.81-dev,2
libboost-type-erasure1.81.0,3
libboost-url1.81-dev,1
libboost-url1.81.0,2
libboost-wave1.81-dev,2
libboost-wave1.81.0,3
libboost1.81-all-dev,1
libboost1.81-tools-dev,2
libboost1.81-doc,1
r-cran-boot,64
boot-info-script,1
bootcd,1
busybox,25
genisoimage,38
grub-efi-amd64-bin,13
grub-common,83
libefiboot1,92
libefivar1,100
isolinux,4
shellia,2
syslinux,45
mtools,50
syslinux-common,6
xorriso,15
libisoburn1,17
libburn4,40
libisofs6,37
libjte2,39
booth,2
libplumb2,25
libpils2,35
libplumbgpl2,21
booth-pacemaker,1
pacemaker,10
corosync,14
libcfg7,17
libcorosync-common4,34
libqb100,50
libcmap4,22
libcpg4,20
libknet1,17
libnozzle1,16
libquorum5,21
libstatgrab10,23
libvotequorum8,17
pacemaker-common,12
pacemaker-resource-agents,12
resource-agents,16
cluster-glue,17
liblrm2,20
libopenhpi3,34
libopenipmi0,35
libstonith1,20
libcib27,14
libcrmcommon34,22
libpe-rules26,15
libcrmcluster29,13
libstonithd26,17
libcrmservice28,18
liblrmd28,14
libpacemaker1,12
libpe-status28,14
bootp,1
bootpc,1
libjs-bootsidemenu,6
python-flask-bootstrap-doc,1
python3-flask-bootstrap,1
python3-wtforms,19
libjs-bootstrap5,2
libjs-bootstrap5-doc,1
node-bootstrap,1
bootstrap-icons,1
cl-bordeaux-threads,25
cl-alexandria,40
borgbackup,4
borgbackup-doc,1
fonts-liberation,51
borgbackup-is-borgbackup2,1
borgbackup2,2
python3-argon2,35
borgbackup2-doc,1
borgmatic,1
bornagain,1
libcerf1,6
bornagain-doc,1
python3-bornagain,1
bosh,1
bosixnet-daemon,1
bosixnet-webui,1
spawn-fcgi,5
bossa,1
bossa-cli,1
boswars,1
boswars-data,2
botan,1
libbotan-2-dev,1
libbotan-2-doc,1
sphinx-doc,2
docutils-doc,3
python-requests-doc,3
python3-doc,8
python3.11-doc,9
python3-botan,1
botch,1
dose-builddebcheck,2
dose-extra,2
python3-pygraphviz,3
libyojson-ocaml-dev,2
libyojson-ocaml-9drl9,6
botch-doc,1
python-bottleneck-doc,1
python3-bottleneck,5
bottlerocket,1
bouncy,1
libbcjmail-java,1
libjakarta-activation-java,5
libjakarta-mail-java,2
libbcmail-java,29
libbctls-java,8
bovo,3
bowtie,4
bowtie-examples,1
bowtie2-examples,1
libbox2d-dev,1
libbox2d2,20
libbox2d-doc,1
boxbackup-client,1
boxbackup-server,1
boxer,1
liblog-any-adapter-screen-perl,13
libmatch-simple-perl,16
libsub-infix-perl,18
libmodule-load-conditional-perl,14
libmoox-role-logger-perl,2
libmoox-strictconstructor-perl,15
librole-commons-perl,10
libobject-id-perl,18
libhash-fieldhash-perl,19
libtype-tiny-perl,185
libtemplate-tiny-perl,8
libtypes-path-tiny-perl,41
boxer-data,1
boxes,1
libboxfort-dev,2
elpa-boxquote,2
boxshade,1
bpfcc-introspection,1
libbpfcc,9
bpfcc-lua,1
bpfcc-tools,1
python3-bpfcc,2
libbpf-tools,1
libbpfcc-dev,2
bpfmon,1
libyascreen0,4
bpftrace,1
bplay,1
bpm-tools,1
sox,23
libsox-fmt-alsa,26
libsox3,47
libsox-fmt-base,26
bppphyview,1
libbpp-core4,20
libbpp-phyl12,10
libbpp-seq12,18
libbpp-qt2,3
bppsuite,1
libbpp-popgen8,3
bppsuite-examples,1
bpython,1
python3-curtsies,2
python3-blessed,11
python3-cwcwidth,3
bpytop,1
python3-bqplot,1
python3-ipywidgets,15
python3-nbformat,80
python3-fastjsonschema,82
python3-widgetsnbextension,16
python3-notebook,22
libjs-bootstrap-tour,23
libjs-es6-promise,23
libjs-jed,24
node-jed,25
libjs-jquery-typeahead,26
libjs-marked,25
libjs-requirejs-text,23
libjs-text-encoding,24
libjs-xterm,24
python3-terminado,27
python3-nbconvert,42
python3-bleach,60
python3-jupyterlab-pygments,43
python3-nbclient,43
python3-pandocfilters,44
python3-tinycss2,64
python-tinycss2-common,65
python3-send2trash,36
jupyter-nbextension-jupyter-js-widgets,17
python3-traittypes,2
brazilian-conjugate,1
ibrazilian,1
wbrazilian,3
braa,3
python3-braceexpand,1
brag,1
uudeview,2
libuu0,8
tcl8.3,1
braillefont,1
braillegraph,1
brailleutils,1
libbrailleutils-java,2
libsaxonb-java,5
libxom-java,43
libstax-java,4
libjing-java,9
libsaxonhe-java,22
libisorelax-java,26
libbrailleutils-java-doc,1
brainparty,1
brainparty-data,2
python3-branca,2
brandy,1
brasero,1
libbrasero-media3-1,11
brasero-common,12
brasero-cdrkit,1
growisofs,17
wodim,10
gir1.2-brasero-3.1,2
libbrasero-media3-dev,1
breathe-doc,1
python3-breathe,2
doxygen,7
brebis,1
breeze-dev,1
grub-theme-breeze,1
breeze-gtk-theme,2
gtk3-engines-breeze,1
breeze-icon-theme-rcc,5
plymouth-theme-breeze,1
brz,11
python3-breezy,21
python3-fastbencode,22
python3-merge3,23
python3-dulwich,39
python3-patiencediff,22
brz-doc,2
python3-breezy.tests,1
brz-debian,3
pristine-tar,9
libsys-cpuaffinity-perl,10
pbzip2,10
pixz,10
xdelta,10
libxdelta2,12
xdelta3,10
python3-debmutate,7
python3-tr,8
python3-pcre,8
quilt,13
brewtarget,1
libxalan-c112,4
libbrial-dev,8
libbrial3,10
libgd-dev,16
libavif-dev,17
libheif-dev,38
libdav1d-dev,40
libde265-dev,39
libx265-dev,39
libvpx-dev,19
libz-dev,19
libm4ri-dev,9
