name,refcount
fades,1
faenza-icon-theme,1
fai,1
libgraph-perl,3
faifa,1
fail2ban,1
fair,1
libavl-dev,1
fairy-stockfish,1
fairymax,1
faiss,1
fake,1
fake-hwclock,1
fakechroot,1
gnu-which,2
libjemalloc-dev (>= 5.2.1-4) <!nocheck>,1
faker,2
python3-unidecode <!nocheck>,3
fakesleep,1
falcosecurity-libs,1
libvalijson-dev,1
libgrpc-dev,2
libjq-dev,2
libluajit-5.1-dev [i386 amd64 kfreebsd-i386 armel armhf powerpc powerpcspe mips mipsel],1
falkon,1
falselogin,1
famfamfam-flag,1
famfamfam-silk,3
fannj,1
fapolicyd,1
farbfeld,1
farmhash,1
farpd,1
farstream-0.2,1
libgupnp-igd-1.0-dev,2
fasd,1
fasm,1
fassets,1
r-cran-sn,6
r-cran-mnormt,22
r-cran-robustbase,10
r-cran-timeseries,8
r-cran-fbasics,13
r-cran-fmultivar,3
r-cran-ecodist,2
r-cran-mvnormtest,2
r-cran-energy,2
r-cran-boot,18
r-cran-gsl,4
fast-cpp-csv-parser,1
fast-float,1
fast-histogram,1
fast-zip-clojure,1
fast-zip-visit-clojure,1
libfast-zip-clojure,1
fast5,1
fasta3,1
fastani,1
fastapi,1
python3-aiofiles <!nocheck>,3
python3-aiosqlite <!nocheck>,3
python3-databases <!nocheck>,2
python3-email-validator <!nocheck>,4
python3-httpx (>= 0.23.1) <!nocheck>,1
python3-multipart <!nocheck>,2
python3-peewee <!nocheck>,6
python3-pydantic (>= 1.8.2) <!nocheck>,1
python3-starlette (>= 0.25.0) <!nocheck>,1
python3-trio <!nocheck>,7
fastcdr,1
fastchunking,1
python3-pybindgen,1
fastd,1
fastdds,1
libfastcdr-dev,1
libfoonathan-memory-dev,1
tao-pegtl-dev,7
fastddsgen,1
libeprosima-idl-parser-java,1
fastdnaml,1
fastentrypoints,1
fastforward,1
fastinfoset,1
libstreambuffer-java,1
libxsom-java,2
fastjet,1
libsiscone-dev,1
libsiscone-spherical-dev,1
fastkml,1
python3-pygeoif,2
fastlink,1
fastml,1
fastnetmon,1
libbson-dev,4
golang-github-osrg-gobgp-dev,2
fastp,2
libisal-dev,2
libdeflate-dev,10
fastq-pair,1
fastqc,2
libjbzip2-java,4
libsis-jhdf5-java,5
libeclipse-jdt-compiler-apt-java,9
libsis-base-java,6
testng <!nocheck>,10
libjmock2-java <!nocheck>,5
fastqtl,1
r-mathlib,3
fasttext,1
fasttrack-archive-keyring,1
fasttree,3
fatattr,1
fatcat,1
fathom,1
fatrace,1
fatresize,1
fatsort,1
faucc,1
faudio,1
fauhdlc,1
faultstat,1
faustworks,1
fb-music-high,1
fbasics,1
r-cran-stabledist,4
r-cran-gss,2
r-cran-spatial,2
fbautostart,1
fbb,1
fbcat,1
fbi,1
x11-xfs-utils,2
libfs-dev,3
x11-xserver-utils,6
x11proto-input-dev,13
x11-session-utils,2
fbless,1
hyphen-de,1
hyphen-en-us,2
hyphen-es,1
hyphen-fr,2
hyphen-it,1
hyphen-ru,2
hyphen-uk,1
fbonds,1
fbpager,1
fbreader,1
libunibreak-dev,1
fbset,1
fbterm,1
libgpm-dev,1
libx86-dev [i386 amd64],1
fbterm-ucimf,1
libucimf-dev,4
fbtftp,1
fccexam,1
fceux,1
fcft,1
libtllist-dev,4
fcgiwrap,1
fcheck,1
fcitx,1
libopencc-dev,8
libpresage-dev,2
x11proto-xinerama-dev,3
fcitx-anthy,1
fcitx-bin,17
fcitx-libs-dev,29
libanthy-dev,9
fcitx-autoeng-ng,1
fcitx-chewing,1
fcitx-cloudpinyin,1
fcitx-configtool,1
fcitx-dbus-status,1
fcitx-fbterm,1
fcitx-fullwidthchar-enhance,1
fcitx-googlepinyin,1
libgooglepinyin0-dev,1
fcitx-hangul,1
libhangul-dev,4
fcitx-imlist,1
fcitx-kkc,1
libfcitx-qt5-dev,5
libkkc-dev,3
fcitx-libpinyin,1
libfcitx-qt5-dev [amd64 arm64 armhf i386 mips64el mipsel],1
libpinyin15-dev,3
qtbase5-dev [amd64 arm64 armhf i386 mips64el mipsel],1
libpinyin-utils,3
fcitx-m17n,1
fcitx-punc-ng,1
fcitx-qimpanel,1
fcitx-qt5,1
fcitx-rime,1
librime-data,3
librime-dev,3
fcitx-sayura,1
fcitx-skk,1
libskk-dev,4
fcitx-sunpinyin,1
libsunpinyin-dev,4
fcitx-table-extra,1
fcitx-tools,2
fcitx-table-other,1
fcitx-ui-light,1
fcitx-unikey,1
fcitx5,1
libdbus-1-dev [!linux-any],1
libevent-dev [!linux-any],1
libwayland-bin [linux-any],1
libwayland-dev [linux-any],11
libwayland-egl-backend-dev [linux-any],1
libxcb-imdkit-dev,1
unicode-cldr-core,4
wayland-protocols [linux-any],5
fcitx5-anthy,1
fcitx5-modules-dev,11
libfcitx5core-dev,17
fcitx5-bamboo,1
golang,1
fcitx5-chewing,1
fcitx5-chinese-addons,1
fcitx5-module-lua-dev,1
libfcitx5-qt-dev,5
libfcitx5config-dev,2
libfcitx5utils-dev,10
libime-bin,3
libimecore-dev,3
libimepinyin-dev,1
libimetable-dev,2
fcitx5-configtool,1
fcitx5-fbterm,1
libfcitx5gclient-dev,1
fcitx5-gtk,1
fcitx5-hangul,1
fcitx5-keyman,1
libkmnkbp-dev,1
fcitx5-kkc,1
fcitx5-libthai,1
fcitx5-lua,1
fcitx5-m17n,1
m17n-db,6
fcitx5-material-color,1
fcitx5-nord,1
fcitx5-qt,1
fcitx5-rime,1
fcitx5-sayura,1
fcitx5-skk,1
fcitx5-solarized,1
fcitx5-table-other,1
fcitx5-tmux,1
fcitx5-unikey,1
fcitx5-zhuyin,1
libpinyin-dev,1
libzhuyin-dev,2
fckit,1
fcl,1
fclib,1
fcm,1
libconfig-ini-perl,2
libclass-dbi-sqlite-perl,2
kdiff3,2
fcml,1
fcode-utils,1
fcoe-utils,1
lldpad-dev,1
fcopulae,1
fcrackzip,1
fdb,1
libmetkit-dev,2
libodc-dev,1
libmetkit-utils,2
librados-dev [!hurd-i386 !kfreebsd-amd64 !kfreebsd-i386 !sh4 !ia64 !alpha !hppa],1
fdclone,1
fdm,1
fdm-materials,1
fdpowermon,1
fdroidcl,1
adb,1
fdroidserver,1
python3-git,8
python3-pyasn1,18
python3-pyasn1-modules,8
fdutils,1
feathernotes,1
featherpad,1
feature-check,2
libjson-xs-perl <!nocheck>,13
libtest-command-perl <!nocheck>,4
python3-ddt <!nocheck>,4
feed2exec,1
python3-betamax,1
python3-dateparser,1
python3-requests-file,4
feed2imap,1
ruby-feedparser,2
ruby-magic,5
libmagic1,6
ruby-rubymail,3
feed2toot,1
feedbackd,2
gsettings-desktop-schemas <!nocheck>,5
gi-docgen <!nodoc>,5
json-glib-tools,2
feedbackd-device-themes,1
feedgenerator,1
feedgnuplot,1
libstring-shellquote-perl,56
libvnlog-perl,1
vnlog,4
mawk <!nocheck>,4
feedparser,1
feersum,1
libanyevent-perl <!nocheck>,14
libev-perl,2
libguard-perl <!nocheck>,4
libplack-perl <!nocheck>,23
libtest-tcp-perl <!nocheck>,3
feff85exafs,2
feh,1
libx11-guitest-perl <!nocheck>,1
fontconfig <!nocheck>,1
felix-bundlerepository,1
libfelix-shell-java,3
libfelix-utils-java,2
felix-framework,1
felix-gogo-command,1
felix-gogo-runtime,1
felix-gogo-shell,1
libfelix-gogo-runtime-java-doc,2
libosgi-compendium-java-doc,1
libosgi-core-java-doc,1
felix-latin,1
tipa,3
felix-main,1
libfelix-bundlerepository-java,2
libfelix-gogo-command-java,1
libfelix-gogo-command-java-doc,1
libfelix-gogo-shell-java,1
libfelix-gogo-shell-java-doc,1
libfelix-shell-tui-java,1
felix-osgi-obr,1
felix-resolver,1
felix-scr,1
felix-shell,1
felix-shell-tui,1
felix-utils,1
fence-agents,1
libnet-telnet-perl,4
python3-kubernetes,3
python3-oauth2client,4
python3-suds,4
fenics,1
fenics-basix,1
fenics-dolfinx,1
libpetsc-real-dev,2
libpetsc-complex-dev,2
libslepc-real-dev,1
libslepc-complex-dev,1
libxtensor-dev,2
libxsimd-dev (>= 7.4.4~) [amd64 arm64 kfreebsd-any],1
python3-petsc4py-complex,1
python3-slepc4py-complex,1
python3-ffcx,2
fenics-ffcx,1
fenicsx-performance-tests,1
xtensor-dev,1
fenix,4
fenix-plugins,1
fenix-dev,1
fenrir,1
ferm,1
libnet-dns-resolver-mock-perl,2
fermi-lite,1
ferret,1
ferret-vis,2
libxgks-dev,2
libxmu-headers,8
fest-assert,1
libfest-test-java,2
fest-reflect,1
fest-test,1
fest-util,1
festival,3
libestools-dev,4
festival-ca,1
festival-czech,1
festival-freebsoft-utils,1
festival-hi,1
festival-it,1
festival-mr,1
festival-te,1
festlex-cmu,1
festlex-poslex,1
festvox-ca-ona-hts,1
festvox-czech-dita,1
festvox-czech-krb,1
festvox-czech-machac,1
festvox-czech-ph,1
festvox-kallpc16k,1
festvox-kallpc8k,1
festvox-kdlpc16k,1
festvox-kdlpc8k,1
festvox-ru,1
festvox-suopuhe-lj,1
festvox-suopuhe-mv,1
festvox-us-slt-hts,1
fet,1
fetch-crl,1
fetchmail,1
libgssglue-dev,3
fever,1
golang-gopkg-pg.v5-dev,1
golang-github-voxelbrain-goptions-dev,1
golang-github-streadway-amqp-dev,4
golang-gopkg-mgo.v2-dev,14
golang-github-dcso-bloom-dev,1
golang-github-stvp-tempredis-dev,1
golang-github-yl2chen-cidranger-dev,1
golang-github-patrickmn-go-cache-dev,5
fextremes,1
r-cran-fgarch,2
feynmf,1
ffc,1
ffcall,1
ffcv,1
ffcvt,1
ffe,1
ffindex,1
fflas-ffpack,7
libgivaro-dev,8
ffmpegfs,1
libchardet-dev,1
ffmpegthumbnailer,1
ffmpegthumbs,1
ffms2,1
ffproxy,1
fftw,1
fftw3,1
ffuf,1
fgallery,1
fgarch,1
r-cran-vr,2
r-cran-fastica,3
r-cran-cvar,2
r-cran-rdpack,13
r-cran-rbibutils,14
r-cran-gbutils,3
fgetty,1
dietlibc-dev,2
fhist,1
fiat,1
fiat-ecmwf,1
fiche,1
fieldslib,1
fierce,1
fife,1
libfifechan-dev,1
libunittest++-dev,2
fifechan,1
fig2ps,1
fig2sxd,1
figlet,2
fil-plugins,1
filament,1
libastcenc-dev,1
libjsmn-dev,2
libmeshoptimizer-dev,1
libspirv-cross-c-shared-dev,2
spirv-tools,11
spirv-headers,15
file-kanji,1
file-mmagic,1
file-roller,1
filelight,1
filesaver.js,1
filetea,1
libevd-0.2-dev,1
filetraq,1
filetype.py,1
filezilla,1
libfilezilla-dev,1
fill-column-indicator,1
filler,1
fillets-ng,1
fillets-ng-data,1
filter,1
filtergen,1
filters,1
filtlong,1
fim,1
fimport,1
finalcif,1
python3-crossrefapi <!nocheck>,1
python3-docx <!nocheck>,2
python3-docxtpl <!nocheck>,1
python3-gemmi <!nocheck>,1
python3-html2text <!nocheck>,1
python3-pyqt5.qtwebengine <!nocheck>,1
python3-qtawesome <!nocheck>,1
python3-shelxfile <!nocheck>,1
finalcut,1
finbin,1
find-file-in-project,1
findbugs,1
java-wrappers,2
findent,1
findimagedupes,1
libfile-mimeinfo-perl,3
libgraphics-magick-perl,2
libinline-perl,16
libinline-c-perl,15
findlib,1
findlibs,1
findpython,1
finish-install,1
finit,1
fio,1
librdmacm-dev [linux-any],2
libibverbs-dev [linux-any],2
librbd-dev [linux-any],2
libnuma-dev [linux-any],4
libglusterfs-dev,3
libpmemblk-dev [amd64 arm64 ppc64el],1
libnbd-dev,4
fiona,1
gdal-bin,5
python3-cligj,2
python3-munch,5
firebird3.0,1
firefox-esr,1
nasm (>= 2.14) [amd64 i386],1
libc++-dev-wasm32,1
libclang-rt-dev-wasm32,1
fonts-freefont-ttf,15
fonts-dejima-mincho,2
firefox-esr-mobile-config,1
firehol,1
firejail,1
firetools,1
firewalk,1
firewalld,2
firmware-free,1
firmware-microbit-micropython,2
libnewlib-arm-none-eabi,5
libstdc++-arm-none-eabi-newlib,3
srecord,3
yotta,3
jekyll,23
ruby-classifier-reborn,24
ruby-fast-stemmer,26
ruby-colorator,24
ruby-em-websocket,26
ruby-em-http-request <!nocheck>,26
ruby-em-spec <!nocheck>,26
ruby-websocket <!nocheck>,26
ruby-jekyll-sass-converter,24
ruby-jekyll-watch,24
ruby-launchy-shim,55
ruby-liquid,25
ruby-stackprof,26
ruby-mercenary,25
ruby-pathutil,24
ruby-forwardable-extended,25
ruby-rdiscount,25
ruby-terminal-table,26
ruby-tomlrb,30
mbed-test-wrapper,4
python3-mbed-host-tests,4
python3-mbed-ls,5
python3-github,5
python3-hgapi,3
python3-intelhex,5
python3-json-pointer,4
valinor,4
gdb-multiarch,4
python3-project-generator,4
python3-pyocd,4
firmware-tomu,1
first-last-agg,1
fis-gtm,1
gcc-multilib,3
fische,1
fish,2
python3-pexpect <!nocheck>,7
fitgcp,1
fitscut,1
fitsh,1
fitspng,1
fitsverify,1
fityk,1
libxy-dev,1
five-or-more,1
fizmo-console,1
libfizmo-dev,7
fizmo-ncursesw,1
libmonospaceif-dev,1
libsndifsdl2-dev,2
libdrilbo-dev,3
fizmo-sdl2,1
libpixelif-dev,1
fizsh,1
fl-cow,1
flac,4
flactag,1
libunac1-dev,2
flake,1
flake8-2020,1
flake8-black,1
flake8-blind-except,1
flake8-builtins,1
flake8-class-newline,1
flake8-cognitive-complexity,1
python3-cognitive-complexity,1
flake8-comprehensions,1
flake8-deprecated,1
flake8-docstrings,1
python3-flake8-polyfill,4
python3-pydocstyle,3
flake8-import-order,1
python3-pylama,1
flake8-mutable,1
flake8-noqa,1
python3-flake8-comprehensions,1
python3-flake8-docstrings,2
python3-flake8-import-order,1
python3-flake8-quotes,1
python3-mypy,4
python3-unittest2 <!nocheck>,4
flake8-polyfill,1
python3-pep8 <!nocheck>,2
python3-pycodestyle <!nocheck>,9
flake8-quotes,1
flam3,1
flamerobin,1
firebird-dev,5
flameshot,1
libsingleapplication-dev,2
flamethrower,1
flamp,1
libflxmlrpc-dev,4
flann,1
flare,1
flare-engine,1
flare-game,1
flash,1
flash-kernel,1
linux-base,2
flashbench,1
flashrom,1
libftdi1-dev [!hurd-i386],1
libjaylink-dev,2
flask,1
python3-blinker,11
python3-itsdangerous,4
python3-sphinx-tabs,5
python3-werkzeug,17
flask-api,1
flask-autoindex,1
python3-flask-silk <!nocheck>,1
flask-babel,1
flask-babelex,1
flask-basicauth,1
flask-bcrypt,1
flask-caching,1
python3-asgiref <!nocheck>,3
python3-cachelib (>= 0.9.0) <!nocheck>,1
python3-memcache <!nocheck>,1
flask-compress,1
flask-dance,1
python3-urlobject,1
python3-pytest <!nocheck> <!nodoc>,1
python3-flask-sqlalchemy <!nocheck>,2
python3-sqlalchemy <!nocheck> <!nodoc>,1
python3-flask-login <!nocheck>,1
python3-flask-caching <!nocheck>,1
python3-betamax <!nocheck> <!nodoc>,1
python3-funcparserlib <!nodoc>,1
python3-sphinxcontrib.spelling <!nodoc>,1
python3-sphinxcontrib.seqdiag <!nodoc>,1
python3-enchant <!nodoc>,1
python3-docs-theme <!nodoc>,1
python3-blinker <!nocheck>,1
flask-flatpages,1
flask-gravatar,1
python3-pytest-pep8,1
flask-htmlmin,1
flask-jwt-simple,1
flask-ldapconn,1
flask-limiter,1
python-flask-doc <!nodoc>,3
python-flask-restful-doc <!nodoc>,1
python-limits-doc <!nodoc>,1
python-pymongo-doc <!nodoc>,2
python-rediscluster-doc <!nodoc>,1
python-werkzeug-doc <!nodoc>,2
python3-flask-restful <!nocheck>,1
python3-hiro <!nocheck>,1
python3-limits,1
python3-ordered-set <!nocheck>,1
python3-pymemcache <!nocheck>,1
python3-pymongo <!nocheck>,1
python3-rich <!nodoc>,1
python3-sphinx-inline-tabs <!nodoc>,3
python3-sphinxext-opengraph,2
flask-login,1
flask-mail,1
flask-migrate,1
python3-alembic <!nocheck>,2
flask-mongoengine,1
python3-mongoengine,1
flask-multistatic,1
flask-openid,1
python3-openid,3
flask-paginate,1
flask-paranoid,1
flask-peewee,1
python3-werkzeug <!nocheck>,1
python3-wtf-peewee <!nocheck>,1
flask-principal,1
flask-restful,1
python3-aniso8601,1
flask-security,1
flask-sqlalchemy-doc <!nodoc>,1
python-flask-login-doc <!nodoc>,1
python-flaskext.wtf-doc <!nodoc>,1
python-itsdangerous-doc <!nodoc>,1
python-sqlalchemy-doc <!nodoc>,1
python-wtforms-doc <!nodoc>,4
python3-blinker <!nodoc>,1
python3-email-validator <!nodoc>,1
python3-flask <!nodoc>,1
python3-flask-login <!nocheck !nodoc>,1
python3-flask-principal <!nocheck !nodoc>,1
python3-flaskext.wtf <!nocheck !nodoc>,1
python3-passlib <!nocheck !nodoc>,1
flask-session,1
flask-silk,1
flask-socketio,1
python3-socketio,1
flask-sqlalchemy,1
flask-talisman,1
flask-wtf,1
python3-flask-babel <!nocheck>,1
python3-wtforms <!nocheck>,3
flatbuffers,1
flatlatex,1
flatpak,2
attr <!nocheck>,3
fuse3 <!nocheck>,3
gtk-update-icon-cache <!nocheck>,2
hicolor-icon-theme <!nocheck>,2
libmalcontent-0-dev,2
libostree-dev,6
ostree (>= 2020.8) <!nocheck>,2
polkitd <!nocheck>,2
socat <!nocheck>,5
xdg-dbus-proxy,3
flatpak-builder,1
fuse <!nocheck>,1
libflatpak-dev,3
ostree <!nocheck>,2
flatpak-kcm,1
flatpak-xdg-utils,1
flatzebra,1
flawfinder,1
python3-setuptools <!nocheck>,7
fldiff,1
fldigi,1
flent,1
flex-old,2
flexbar,1
libseqan2-dev,10
flexi-streams,1
flexloader,1
flexml,1
libdate-calc-perl,5
flexpart,2
flextra,2
flickcurl,1
libraptor2-dev,5
flight-of-the-amazon-queen,1
flightcrew,1
flightgear,1
flightgear-data-ai,1
flightgear-data-base,1
libhtsengine-dev,2
libsimgear-dev,1
libusbhid-dev [kfreebsd-any],6
qtbase5-private-dev [!armel !armhf],1
qtdeclarative5-dev [!armel !armhf],1
qtdeclarative5-private-dev [!armel !armhf],1
flightgear-data,1
flim,1
fling,1
flint,1
flint-arb,1
flintqs,3
flip,1
flit-scm,1
flite,2
flmsg,1
floatbg,1
flobopuyo,1
flocq,1
flog,1
flot,1
libjs-jquery-event-drag,1
libjs-jquery-mousewheel,2
libjs-jquery-resize,1
node-gulp-concat,3
node-gulp-sourcemaps <!nocheck>,4
node-stream-array <!nocheck>,3
node-stream-assert <!nocheck>,3
node-vinyl-bufferstream <!nocheck>,3
node-bufferstream <!nocheck>,3
node-consolidate <!nocheck>,3
flotr,1
flowblade,1
flowgrind,1
libxmlrpc-core-c3-dev,4
flox,1
python3-numpy-groupies,1
flpsed,1
flrig,1
fltk1.1,1
fltk1.3,1
flufl.bounce,1
python3-public,6
flufl.enum,1
flufl.i18n,1
flufl.lock,1
python3-sybil,2
flufl.password,1
flufl.testing,1
fluid-soundfont,1
fluidr3mono-gm-soundfont,1
sf3convert,5
fluidsynth,1
libdbus-1-dev [linux-any],1
libinstpatch-dev,4
fluidsynth-dssi,1
dssi-host-jack,1
fluster,1
flute,1
fluxbox,1
flvmeta,1
flvstreamer,1
flwm,1
flwrap,1
flx,1
elpa-async,3
flxmlrpc,1
flycheck,1
elpa-let-alist,2
elpa-seq,4
elpa-shut-up,4
elpa-haskell-mode,1
flycheck-package,1
flye,1
liblemon-dev,1
libminimap2-dev,2
fmit,1
fmtlib,1
fmtools,1
fmultivar,1
r-cran-mvtnorm,62
r-cran-cubature,7
fnfx,1
fnonlinear,1
fnotifystat,1
fnt,1
fntsample,2
focalinux,1
focuswriter,1
qt6-multimedia-dev,7
folding-mode-el,1
foliate,1
folium,1
python3-branca,1
python3-ipython-genutils,6
folks,1
evolution-data-server (>= 3.38) <!nocheck>,1
gir1.2-telepathyglib-0.12,2
libtelepathy-glib-dev,15
foma,1
fomp,1
fondu,1
font-manager,1
libnemo-extension-dev,4
libthunarx-3-dev,7
fontawesomefx,1
fontchooser,1
fontcustom,10
fontmanager.app,1
fontmath,1
fontmatrix,1
libpuzzle-dev,1
fontparts,1
fontpens,1
fonts-adf,1
fonts-aenigma,1
fonts-aksharyogini2,1
fonts-alee,1
fonts-allerta,1
ufo2otf,8
fonts-android,1
fonts-anonymous-pro,1
fonts-aoyagi-kouzan-t,1
fonts-aoyagi-soseki,1
fonts-apropal,1
fonts-arabeyes,1
fonts-arapey,1
fonts-arkpandora,1
fonts-arphic-bkai00mp,1
fonts-arphic-ukai,1
fonts-arundina,1
fonts-averia-gwf,1
fonts-averia-sans-gwf,1
fonts-averia-serif-gwf,1
fonts-b612,1
fonts-babelstone-han,1
lcdf-typetools,7
fonts-babelstone-modern,1
fonts-baekmuk,1
fonts-bajaderka,1
fonts-beng,1
fonts-beng-extra,1
fonts-beteckna,1
fonts-blankenburg,1
fonts-bpg-georgian,1
fonts-breip,1
fonts-bwht,1
fonts-cabin,1
fonts-cabinsketch,1
fonts-cantarell,1
fonts-century-catalogue,1
fonts-cherrybomb,1
glyphslib,2
python3-openstep-plist,4
xmldiff,4
glyphsinfo,3
fonts-cmu,1
fonts-cns11643,1
fonts-comfortaa,1
fonts-compagnon,1
fonts-courier-prime,1
fonts-creep2,1
fonts-crosextra-caladea,1
fonts-crosextra-carlito,1
fonts-cwtex,1
fonts-dancingscript,1
fonts-ddc-uchen,1
fonts-deva,1
fonts-deva-extra,1
fonts-dosis,2
fonts-dotgothic16,1
fonts-dseg,1
fonts-dustin,1
fonts-dzongkha,1
fonts-ebgaramond,1
fonts-ecolier-court,1
fonts-ecolier-lignes-court,1
fonts-eeyek,1
fonts-elstob,1
fonts-elusive-icons,1
fonts-engadget,1
fonts-eurofurence,1
fonts-evertype-conakry,1
fonts-f500,1
fonts-fantasma,1
fonts-fantasque-sans,1
woff-tools,6
fonts-fanwood,1
fonts-farsiweb,1
fonts-femkeklaver,1
fonts-ferrite-core,2
fonts-firacode,1
gftools,5
python3-ots,5
python3-strictyaml,5
python3-vttlib,5
fonts-fork-awesome,9
fonts-freefarsi,1
fonts-freefont,1
fonts-gamaliel,1
fonts-gargi,1
fonts-gemunu-libre,1
fonts-georgewilliams,1
fonts-gfs-artemisia,1
fonts-gfs-baskerville,1
fonts-gfs-bodoni-classic,1
fonts-gfs-complutum,1
fonts-gfs-didot,1
fonts-gfs-didot-classic,1
fonts-gfs-gazis,1
fonts-gfs-neohellenic,1
fonts-gfs-olga,1
fonts-gfs-porson,1
fonts-gfs-solomos,1
fonts-gfs-theokritos,1
fonts-gnutypewriter,1
fonts-go,1
fonts-gotico-antiqua,1
fonts-goudybookletter,1
fonts-gubbi,1
fonts-gujr,1
fonts-gujr-extra,1
fonts-guru,1
fonts-guru-extra,1
fonts-hack,2
fonts-hanazono,2
fonts-havana,1
fonts-homecomputer,1
vfit,2
fonts-horai-umefont,2
fonts-hosny-amiri,2
fonts-hosny-thabit,1
fonts-humor-sans,1
fonts-indic,1
fonts-ipaexfont,1
fonts-ipamj-mincho,1
fonts-isabella,1
fonts-jetbrains-mono,1
fonts-johnsmith-induni,1
fonts-joscelyn,1
fonts-jsmath,1
fonts-junction,1
fonts-junicode,1
fonts-jura,1
fonts-kacst,1
fonts-kacst-one,2
fonts-kalapi,1
fonts-kanjistrokeorders,1
fonts-karla,1
fonts-karmilla,1
fonts-kaushanscript,1
fonts-khmeros,1
fonts-kiloji,1
fonts-klaudia-berenika,1
fonts-klee,1
fonts-knda,1
fonts-komatuna,1
fonts-konatu,1
fonts-kouzan-mouhitsu,1
fonts-kristi,1
fonts-lao,1
fonts-lato,2
fonts-le-murmure,1
fonts-league-mono,1
fonts-league-spartan,2
fonts-leckerli-one,1
fonts-lemonada,1
fonts-levien-museum,1
fonts-levien-typoscript,1
fonts-lexi-gulim,1
fonts-lexi-saebom,1
fonts-lg-aboriginal,1
fonts-lindenhill,1
fonts-linex,1
fonts-lklug-sinhala,1
fonts-lobstertwo,1
fonts-lohit-beng-assamese,1
fonts-lohit-beng-bengali,1
fonts-lohit-deva,1
fonts-lohit-deva-marathi,1
fonts-lohit-deva-nepali,1
fonts-lohit-gujr,1
fonts-lohit-guru,1
fonts-lohit-knda,1
fonts-lohit-mlym,1
fonts-lohit-orya,1
fonts-lohit-taml,1
fonts-lohit-taml-classical,1
fonts-lohit-telu,1
fonts-lxgw-wenkai,1
fonts-manchufont,1
fonts-manrope,1
fonts-material-design-icons-iconfont,1
fonts-materialdesignicons-webfont,1
fonts-meera-inimai,1
fonts-migmix,1
fonts-millimetre,1
fonts-misaki,1
fonts-mlym,1
fonts-mmcedar,1
fonts-monapo,1
fonts-monlam,1
fonts-monofur,1
fonts-monoid,1
fonts-mononoki,1
fonts-morisawa-bizud-gothic,1
python3-fontmake,2
fonts-morisawa-bizud-mincho,1
fonts-motoya-l-cedar,1
fonts-motoya-l-maruberi,1
fonts-mph-2b-damase,1
fonts-myanmar,1
fonts-nafees,1
fonts-nakula,2
fonts-nanum,1
fonts-nanum-coding,1
fonts-nanum-eco,1
fonts-national-park,1
fonts-naver-d2coding,1
fonts-navilu,1
fonts-noto,4
fonts-noto-cjk,3
fonts-noto-color-emoji,1
pngquant,3
libimagequant-dev,6
python3-nototools,1
zopfli,2
fonts-ocr-a,1
fonts-ocr-b,1
fonts-oflb-asana-math,1
fonts-oflb-euterpe,1
fonts-okolaks,1
fonts-oldstandard,1
fonts-open-sans,2
fonts-opendin,1
fonts-opendyslexic,1
fonts-oradano-mincho-gsrr,1
fonts-orya,1
fonts-orya-extra,1
fonts-osifont,1
fonts-pagul,1
fonts-paktype,1
fonts-paratype,1
fonts-play,2
fonts-prociono,1
fonts-quattrocento,1
fonts-radisnoir,1
fonts-rampart,1
fonts-recommended,1
fonts-reggae,1
fonts-ricty-diminished,1
fonts-rit-sundar,1
fonts-roadgeek,1
fonts-roboto,3
fonts-roboto-fontface,2
fonts-roboto-slab,2
fonts-rocknroll,1
fonts-routed-gothic,1
fonts-rufscript,1
fonts-sahadeva,1
fonts-sambhota-tsugring,1
fonts-sambhota-yigchung,1
fonts-samyak,1
fonts-sarai,1
fonts-sawarabi-gothic,1
fonts-sawarabi-mincho,1
fonts-senamirmir-washra,1
fonts-seto,1
fonts-sil-abyssinica,1
fonts-sil-akatab,1
fonts-sil-alkalami,1
fonts-sil-andika,1
fonts-sil-andika-compact,1
fonts-sil-andikanewbasic,1
fonts-sil-annapurna,1
fonts-sil-awami-nastaliq,1
fonts-sil-charis,2
fonts-sil-charis-compact,1
fonts-sil-dai-banna,1
fonts-sil-doulos,1
fonts-sil-doulos-compact,1
fonts-sil-ezra,1
fonts-sil-galatia,1
fonts-sil-gentium,1
fonts-sil-gentiumplus,1
fonts-sil-gentiumplus-compact,1
fonts-sil-harmattan,1
fonts-sil-lateef,1
fonts-sil-mingzat,1
fonts-sil-mondulkiri,1
fonts-sil-mondulkiri-extra,1
fonts-sil-nuosusil,1
fonts-sil-padauk,1
fonts-sil-scheherazade,1
fonts-sil-shimenkan,1
fonts-sil-sophia-nubian,1
fonts-sil-tagmukay,1
fonts-sil-taiheritagepro,1
fonts-sil-zaghawa-beria,1
fonts-smc,1
fonts-smc-anjalioldlipi,1
fonts-smc-chilanka,1
fonts-smc-dyuthi,1
fonts-smc-gayathri,1
fonts-smc-karumbi,1
fonts-smc-keraleeyam,1
fonts-smc-manjari,1
fntsample <!nocheck>,1
fonts-smc-meera,1
fonts-smc-raghumalayalamsans,1
python3-brotli,5
fonts-smc-suruma,1
fonts-smc-uroob,1
fonts-smiley-sans,1
glyphspkg,2
fonts-solide-mirage,1
fonts-sora,1
fonts-spleen,1
fonts-staypuft,1
fonts-stick,1
fonts-stix,1
fonts-summersby,1
fonts-tagbanwa,1
fonts-takao,1
fonts-taml,1
fonts-taml-tamu,1
fonts-taml-tscu,1
fonts-telu,1
fonts-telu-extra,1
